bc_wells	gene_count	tscp_count	mread_count	pct_counts_mt	leiden	pct_counts_mt_below_7
40_46_25	300	338	345	6.5476193	1	1
40_48_32	470	559	567	8.407871	1	0
40_48_88	357	403	420	6.203474	1	1
40_51_07	452	519	535	3.8535647	1	1
40_51_31	1146	1444	1480	5.8986816	0	1
40_52_38	535	634	648	6.6350713	0	1
40_52_39	325	391	401	8.717949	0	0
40_52_61	313	343	355	5.8309035	2	1
40_53_04	449	516	528	4.844961	1	1
40_53_93	595	696	711	5.7471266	0	1
40_54_76	447	529	545	10.3969755	1	0
40_56_13	841	1094	1124	7.5091577	1	0
40_56_86	340	391	400	7.7319584	0	0
40_56_94	398	472	480	6.9915257	2	1
40_57_13	369	447	456	8.520179	0	0
40_57_93	563	669	684	5.997001	2	1
40_58_34	606	767	786	7.692308	0	0
40_58_41	525	643	656	5.909798	2	1
40_58_56	347	407	419	8.128079	0	0
40_58_61	362	425	435	7.3113213	0	0
40_58_88	327	368	375	4.904632	0	1
40_60_31	629	770	782	6.103896	0	1
40_61_12	529	609	627	5.4455442	0	1
40_61_46	309	349	358	6.5902576	0	1
40_63_07	343	393	407	5.6122446	0	1
40_63_25	399	458	464	4.824561	2	1
40_63_50	314	388	400	7.9896903	0	0
40_63_55	415	511	526	8.219178	0	0
40_65_03	304	344	355	6.7055397	0	1
40_65_19	707	838	859	5.861244	0	1
40_65_22	322	381	392	9.549071	0	0
40_65_45	531	629	651	7.9744816	1	0
40_66_40	326	379	396	5.540897	2	1
40_67_06	323	410	415	9.290954	1	0
40_67_19	308	373	382	8.042896	0	0
40_68_44	329	393	404	9.160306	0	0
40_68_48	340	397	404	8.816121	0	0
40_68_53	359	442	454	7.9185524	0	0
40_68_57	1035	1308	1340	6.2739096	2	1
40_68_79	891	1139	1168	6.9420033	1	1
40_69_03	338	399	405	6.5656567	0	1
40_69_12	356	427	441	7.7283373	0	0
40_69_38	362	425	438	4.235294	2	1
40_69_76	310	343	351	7.017544	0	0
40_70_07	774	972	993	5.5670104	1	1
40_70_28	1132	1495	1539	6.961178	1	1
40_70_34	599	730	747	3.7037036	2	1
40_71_04	415	482	489	6.6528068	0	1
40_71_42	496	608	621	8.072488	0	0
40_72_65	714	824	853	4.2475724	1	1
40_73_27	649	774	792	5.699482	1	1
40_73_38	453	532	543	6.591337	0	1
40_73_66	469	583	595	8.433735	2	0
40_73_96	322	355	360	5.352113	0	1
40_75_06	347	405	418	6.666667	1	1
40_75_11	504	621	632	5.1863856	0	1
40_75_17	319	377	391	9.018568	0	0
40_75_19	755	924	946	4.767064	1	1
40_75_55	324	378	391	7.4270554	2	0
40_75_59	496	595	611	8.403361	1	0
40_76_49	430	486	499	4.742268	1	1
40_77_13	311	372	379	9.139785	1	0
40_77_28	606	738	753	7.7235775	0	0
40_78_27	301	356	362	8.707866	1	0
40_79_64	464	545	556	5.893186	0	1
40_79_76	331	370	378	5.675676	0	1
40_80_68	382	459	475	7.189543	1	0
40_81_39	457	555	563	5.5855856	0	1
40_82_07	467	564	577	8.912656	0	0
40_84_23	303	350	359	8.0	0	0
40_84_70	379	442	448	7.936508	1	0
40_86_40	302	371	378	9.756097	0	0
40_86_55	485	579	594	6.908463	0	1
40_86_75	366	420	435	9.047619	1	0
40_87_53	1017	1292	1323	5.8869095	0	1
40_88_01	424	517	537	7.751938	0	0
40_88_76	390	471	484	6.7940555	0	1
40_90_21	443	520	532	6.7307696	0	1
40_90_42	388	438	448	8.924485	0	0
40_91_15	552	702	722	8.273894	0	0
40_91_41	307	363	373	5.801105	1	1
40_91_86	302	341	354	4.4117646	2	1
40_92_76	512	624	636	7.3836274	0	0
40_93_80	321	355	368	8.169014	1	0
40_94_08	1130	1450	1484	7.867495	1	0
40_94_17	355	429	437	8.878505	0	0
40_94_32	375	458	468	8.515285	1	0
40_94_37	648	775	795	7.1059427	0	0
40_94_51	873	1100	1128	8.098271	2	0
40_94_68	809	1026	1042	8.105469	0	0
40_94_90	316	370	380	6.4864864	1	1
40_94_93	437	522	531	7.279693	0	0
40_95_81	891	1152	1185	8.268059	0	0
41_01_04	554	642	658	6.542056	1	1
41_01_07	409	465	477	6.465517	0	1
41_01_26	452	528	539	4.942966	0	1
41_01_58	334	392	401	8.163265	0	0
41_01_74	491	563	574	5.8614564	1	1
41_01_75	756	931	953	7.104413	1	0
41_01_86	348	396	409	4.292929	0	1
41_02_60	393	461	470	8.2429495	1	0
41_02_84	312	371	381	5.390836	0	1
41_03_06	604	743	768	8.636977	0	0
41_04_54	373	415	424	6.2650604	1	1
41_05_18	1116	1456	1492	9.828178	0	0
41_06_31	321	365	371	6.575342	0	1
41_06_40	803	998	1030	8.6606245	0	0
41_07_17	696	805	826	5.217391	0	1
41_07_32	329	386	388	8.549223	0	0
41_07_38	350	391	404	5.3708444	0	1
41_07_71	544	658	672	8.510638	1	0
41_07_77	473	561	577	5.882353	2	1
41_07_91	1684	2338	2399	9.203767	0	0
41_08_14	327	402	413	10.447762	0	0
41_08_15	751	929	957	7.7586203	0	0
41_08_25	411	477	487	6.7085953	2	1
41_08_61	599	717	732	8.111888	2	0
41_09_16	631	784	794	9.731113	0	0
41_09_28	417	508	516	8.267716	1	0
41_09_96	353	413	419	7.0388346	0	0
41_10_45	606	741	751	6.891892	2	1
41_10_79	1043	1314	1355	7.3820395	1	0
41_11_67	576	707	720	6.647807	1	1
41_13_03	400	486	496	7.6131687	0	0
41_13_25	311	373	383	8.579089	0	0
41_13_29	405	468	477	6.437768	0	1
41_13_50	399	469	481	3.411514	2	1
41_13_61	834	1027	1050	4.5898438	0	1
41_13_82	353	410	427	8.04878	2	0
41_14_09	475	578	595	7.0934258	0	0
41_14_41	616	755	783	6.4986734	0	1
41_14_58	335	400	407	5.5	0	1
41_14_75	391	450	459	4.888889	2	1
41_15_18	398	453	463	4.424779	0	1
41_15_54	437	502	510	5.577689	1	1
41_15_78	666	832	856	5.6490383	0	1
41_15_92	301	344	352	5.5393586	2	1
41_16_09	375	446	451	7.847533	0	0
41_16_14	400	472	488	5.720339	1	1
41_16_60	615	735	748	6.139154	2	1
41_18_12	969	1318	1350	11.711027	2	0
41_18_13	723	882	898	6.5759635	1	1
41_18_21	624	779	798	6.683805	1	1
41_18_23	594	716	730	5.027933	2	1
41_18_53	359	435	448	8.735632	0	0
41_18_88	607	767	783	7.1707954	1	0
41_18_89	403	458	472	4.5951858	1	1
41_18_96	2224	3381	3464	6.4888887	0	1
41_19_16	366	422	431	7.3459716	0	0
41_19_19	456	551	562	6.181818	0	1
41_19_77	596	730	751	6.3013697	0	1
41_20_35	407	465	477	7.9741383	0	0
41_21_05	468	542	558	5.194805	0	1
41_21_42	602	722	749	9.833795	0	0
41_21_57	350	413	433	5.596107	1	1
41_21_68	410	453	467	4.415011	0	1
41_21_94	544	687	710	10.334789	0	0
41_22_56	1032	1316	1351	8.212928	1	0
41_22_58	404	482	496	8.298756	0	0
41_22_78	603	737	759	5.5706525	0	1
41_22_79	363	442	452	5.4298644	2	1
41_23_07	400	484	489	8.677686	0	0
41_23_13	1389	1924	1971	7.8084335	1	0
41_23_27	588	747	765	7.7747984	0	0
41_24_55	365	434	444	6.235566	0	1
41_25_37	828	1047	1071	8.413002	0	0
41_25_41	336	397	408	7.8085647	0	0
41_25_63	361	424	437	8.0188675	0	0
41_25_87	470	589	602	8.006814	0	0
41_25_96	803	995	1016	7.3366838	1	0
41_26_04	873	1122	1145	6.970509	2	1
41_26_18	424	501	509	6.586827	0	1
41_26_88	481	604	614	6.7993364	2	1
41_27_54	519	611	627	6.393442	0	1
41_27_69	1044	1339	1368	4.487659	1	1
41_27_75	342	389	396	6.4267354	0	1
41_27_81	419	502	508	7.5848303	2	0
41_28_66	401	488	498	6.557377	0	1
41_28_68	791	975	1020	6.1538463	0	1
41_28_89	1164	1490	1524	6.4472804	2	1
41_28_90	1384	1850	1905	5.5705786	2	1
41_28_94	528	618	630	6.1788616	0	1
41_29_18	403	485	498	8.865979	0	0
41_29_41	428	524	538	6.870229	0	1
41_29_76	305	346	355	7.5144506	0	0
41_29_90	332	381	383	6.8241467	0	1
41_29_94	1106	1420	1443	5.990134	1	1
41_30_75	716	900	918	8.57461	1	0
41_31_10	401	457	462	5.04386	2	1
41_31_36	310	357	365	5.8988767	0	1
41_31_56	715	893	926	5.050505	1	1
41_31_74	311	365	378	5.769231	0	1
41_32_15	330	425	437	9.198113	0	0
41_32_61	740	907	919	6.512141	1	1
41_32_88	1172	1514	1555	8.405029	2	0
41_33_19	647	808	830	8.292079	1	0
41_33_63	520	599	612	7.5250835	0	0
41_33_65	465	547	554	6.032907	1	1
41_33_70	340	390	398	6.683805	0	1
41_33_71	810	986	1010	4.0691757	0	1
41_33_93	920	1156	1181	5.108225	0	1
41_34_28	411	497	505	8.2661295	0	0
41_34_31	363	446	457	10.337078	0	0
41_34_56	1395	1892	1946	5.4997354	0	1
41_34_80	476	558	577	8.781363	2	0
41_34_89	308	352	363	6.25	2	1
41_35_12	501	609	621	6.25	0	1
41_35_14	407	468	474	6.410257	0	1
41_35_46	430	526	535	8.380953	0	0
41_35_54	454	551	565	7.0780396	0	0
41_35_64	346	398	403	4.522613	0	1
41_36_07	1819	2478	2548	5.815832	1	1
41_36_13	965	1222	1260	7.6986074	0	0
41_36_52	509	600	613	5.666667	0	1
41_36_71	324	381	391	6.5616803	2	1
41_38_29	334	387	398	4.9095607	2	1
41_39_51	327	360	368	6.3888893	0	1
41_40_08	576	689	711	7.7034883	0	0
41_40_29	1522	2122	2159	8.486563	1	0
41_40_32	573	709	732	3.6775105	0	1
41_40_51	1550	2235	2293	7.526882	2	0
41_40_64	685	869	893	7.940161	0	0
41_41_23	403	490	500	4.4897957	2	1
41_41_88	380	445	458	5.855856	2	1
41_42_32	619	744	764	7.806191	0	0
41_42_74	327	366	373	6.010929	1	1
41_42_83	326	384	394	7.8125	0	0
41_43_18	434	532	545	6.6287875	0	1
41_43_63	441	544	556	9.208103	0	0
41_44_25	666	818	834	6.3647494	0	1
41_44_89	752	942	964	7.765958	2	0
41_45_48	308	358	367	7.821229	0	0
41_46_07	355	401	412	5.7356606	0	1
41_46_25	366	423	430	4.028436	0	1
41_46_90	397	457	471	6.1269145	2	1
41_47_64	365	420	430	4.7619047	1	1
41_48_32	349	447	460	8.295964	2	0
41_48_71	571	708	732	6.638418	1	1
41_48_73	357	415	421	5.7831326	0	1
41_49_89	478	583	599	9.090909	0	0
41_50_03	321	378	388	5.026455	0	1
41_50_56	556	682	700	4.5521293	0	1
41_50_91	688	837	864	7.7658305	0	0
41_51_18	1908	2804	2872	6.538049	0	1
41_51_55	605	745	761	8.086254	0	0
41_51_77	305	360	371	10.055866	0	0
41_52_28	483	568	575	5.1056337	0	1
41_52_76	438	502	512	6.374502	1	1
41_52_88	460	554	572	9.222424	2	0
41_52_93	428	487	498	6.790123	0	1
41_53_61	572	659	674	4.255319	2	1
41_53_76	436	507	519	6.1143985	1	1
41_54_19	372	425	436	7.3113213	1	0
41_56_03	387	458	469	8.951965	0	0
41_56_11	703	859	879	8.634772	1	0
41_56_76	350	392	399	2.0408163	1	1
41_57_30	317	354	357	4.2372885	0	1
41_57_44	470	566	582	6.3604245	2	1
41_57_53	373	454	464	8.16777	0	0
41_58_28	631	777	792	3.7419357	2	1
41_58_33	426	496	514	6.25	0	1
41_58_55	462	541	546	7.606679	1	0
41_58_86	327	372	377	9.408602	0	0
41_59_02	541	653	675	8.895705	0	0
41_59_18	332	389	400	7.197943	0	0
41_59_19	328	389	400	4.884319	2	1
41_59_59	759	955	980	7.555089	1	0
41_59_67	333	394	411	7.124682	0	0
41_59_94	309	364	374	8.516483	2	0
41_59_95	567	706	726	6.0906515	2	1
41_61_05	397	450	464	2.4444444	2	1
41_61_08	305	340	351	6.4896755	2	1
41_61_20	473	541	554	2.2181146	0	1
41_61_34	336	393	401	8.905852	0	0
41_61_79	589	701	718	6.4285717	2	1
41_62_68	309	382	392	10.471204	2	0
41_63_01	542	656	666	7.164634	0	0
41_63_07	1711	2367	2423	7.7411165	0	0
41_63_11	650	806	829	10.297767	0	0
41_63_14	350	409	422	7.1078434	2	0
41_63_55	444	535	554	6.367041	2	1
41_63_61	612	708	722	4.0960455	2	1
41_64_30	561	673	690	5.6463594	1	1
41_64_31	384	455	466	5.934066	0	1
41_64_42	739	902	923	5.993341	2	1
41_64_93	317	362	371	5.524862	0	1
41_65_01	411	496	501	12.298388	1	0
41_65_29	546	645	657	7.6086955	2	0
41_65_31	329	385	399	7.272727	0	0
41_65_62	884	1154	1180	8.318891	0	0
41_65_67	324	382	390	7.853403	0	0
41_65_68	374	430	434	7.226107	1	0
41_66_52	335	383	396	8.900524	0	0
41_66_90	424	489	498	5.942623	0	1
41_67_32	667	863	879	7.6744184	2	0
41_67_35	686	872	894	7.356322	0	0
41_67_59	382	443	455	6.094808	0	1
41_67_69	456	536	554	7.4626865	1	0
41_67_80	735	930	955	7.7419357	0	0
41_68_42	523	609	617	4.9261084	0	1
41_68_50	967	1222	1246	6.967213	0	1
41_68_61	369	453	460	10.666667	0	0
41_68_74	871	1108	1130	6.8592057	2	1
41_68_91	1595	2164	2227	5.9666977	0	1
41_68_94	400	464	473	3.2467532	2	1
41_69_18	579	690	705	2.8985507	1	1
41_69_27	385	455	465	5.066079	0	1
41_69_38	780	945	972	5.9322033	0	1
41_69_49	419	485	499	5.1546392	0	1
41_70_43	783	1009	1034	8.919723	0	0
41_71_27	1060	1330	1359	6.390978	1	1
41_71_38	411	463	477	4.1036716	1	1
41_71_42	489	580	595	8.103448	1	0
41_71_59	556	673	695	5.4977713	0	1
41_71_85	303	355	367	8.732394	0	0
41_71_87	358	426	437	8.450704	0	0
41_72_14	328	361	372	4.7091413	0	1
41_72_19	661	813	835	6.773399	1	1
41_72_20	696	850	869	6.117647	0	1
41_72_21	538	650	663	6.163328	0	1
41_72_43	1640	2338	2402	6.9897084	0	1
41_72_49	308	342	353	4.678363	0	1
41_72_65	650	782	805	5.889885	2	1
41_72_68	316	365	377	5.769231	0	1
41_73_04	403	455	464	3.5164838	1	1
41_73_23	699	872	894	6.7816095	0	1
41_73_78	404	488	500	6.5708423	2	1
41_74_27	920	1142	1173	7.105263	2	0
41_75_37	410	502	520	10.379241	2	0
41_75_41	1096	1486	1515	5.929919	0	1
41_75_51	370	424	435	6.3679247	2	1
41_75_54	1614	2208	2263	6.612319	1	1
41_75_61	970	1234	1270	4.9512987	0	1
41_76_26	761	937	956	6.5170946	0	1
41_76_88	381	449	458	7.349666	0	0
41_79_11	338	394	402	6.5989842	0	1
41_79_23	514	595	606	5.050505	0	1
41_79_28	343	396	408	7.070707	0	0
41_79_50	334	379	386	5.026455	1	1
41_79_96	347	396	404	6.5822787	2	1
41_80_82	442	518	529	7.335907	1	0
41_80_87	313	376	379	9.358289	0	0
41_80_88	377	446	457	5.8426967	1	1
41_81_13	1466	2017	2069	6.302729	1	1
41_81_73	891	1113	1154	5.1258993	1	1
41_81_83	414	477	491	2.7253668	2	1
41_81_85	906	1136	1166	6.338028	1	1
41_82_19	638	758	779	5.548217	0	1
41_83_42	334	391	401	5.927835	0	1
41_84_07	776	1002	1022	6.9930067	2	1
41_85_05	946	1213	1245	6.930693	0	1
41_85_69	340	401	413	7.25	0	0
41_85_83	752	925	943	7.2589383	0	0
41_85_87	749	939	959	6.1833687	0	1
41_85_91	361	412	419	7.785888	1	0
41_86_39	1162	1563	1592	8.851829	0	0
41_86_93	498	595	612	7.89916	0	0
41_87_13	426	505	513	9.7029705	0	0
41_87_17	1000	1287	1337	6.0700393	2	1
41_87_21	561	679	704	6.0650887	0	1
41_87_26	634	788	800	8.121827	0	0
41_87_48	704	861	875	6.744186	0	1
41_87_85	349	411	429	7.090464	0	0
41_87_96	387	426	435	3.7647057	0	1
41_88_49	369	443	461	5.4176073	2	1
41_88_74	372	430	442	5.581395	2	1
41_88_85	380	451	458	9.777778	0	0
41_89_81	1049	1379	1416	8.496733	0	0
41_90_71	371	419	429	6.45933	1	1
41_90_74	311	346	351	4.6376815	2	1
41_90_77	706	878	901	7.4285717	1	0
41_91_03	856	1060	1092	6.143667	0	1
41_91_23	638	799	813	7.035176	0	0
41_91_54	1084	1485	1517	9.372893	1	0
41_91_82	394	455	462	4.175824	1	1
41_91_89	1294	1748	1788	6.6513762	1	1
41_91_96	405	473	492	6.355932	0	1
41_92_04	372	435	444	9.195402	0	0
41_92_49	314	352	363	7.122507	2	0
41_92_96	333	417	424	9.397591	0	0
41_93_23	350	418	427	5.515588	2	1
41_94_04	2503	3932	4039	5.85838	2	1
41_94_06	1394	1851	1907	5.5766106	1	1
41_94_11	3029	5095	5212	6.485849	3	1
41_94_29	403	477	489	6.2893085	2	1
41_94_44	426	490	497	4.7131147	0	1
41_94_45	352	403	412	8.208955	1	0
41_94_49	515	615	631	6.3517914	0	1
41_94_51	714	855	889	5.509965	1	1
41_94_54	749	932	957	8.807734	2	0
41_94_65	754	936	959	6.216506	2	1
41_94_70	342	401	405	6.733167	1	1
41_94_84	1186	1490	1540	6.936027	0	1
41_95_37	332	391	398	6.410257	0	1
41_96_68	547	675	689	8.172362	0	0
42_01_52	414	494	508	8.11359	0	0
42_01_64	412	471	483	3.8216562	1	1
42_01_83	1374	1851	1894	6.1114116	0	1
42_02_34	375	432	443	6.4814816	1	1
42_02_53	464	538	549	7.620818	0	0
42_04_43	387	462	475	9.523809	1	0
42_04_52	375	440	447	8.636364	0	0
42_05_01	379	450	456	7.777778	0	0
42_05_07	349	411	420	8.029197	2	0
42_06_28	421	484	495	5.1759834	0	1
42_06_47	406	460	471	5.652174	0	1
42_06_65	332	388	402	7.9896903	0	0
42_06_86	559	657	682	7.61035	1	0
42_07_29	482	570	581	7.205624	0	0
42_07_41	435	511	531	6.849315	0	1
42_07_42	527	651	666	8.0	1	0
42_07_45	1084	1439	1462	10.292072	0	0
42_07_53	321	383	393	10.182767	0	0
42_07_76	319	381	390	9.186352	2	0
42_07_79	1222	1646	1682	9.787234	1	0
42_07_84	415	470	484	7.478633	1	0
42_08_30	312	351	361	7.736389	1	0
42_08_80	479	576	591	8.506945	2	0
42_10_03	432	535	544	10.861423	1	0
42_10_94	907	1172	1199	9.316239	0	0
42_13_27	417	491	497	8.961304	0	0
42_13_41	534	619	629	5.49273	1	1
42_13_49	512	609	625	5.5921054	0	1
42_13_61	425	501	520	6.187625	0	1
42_13_86	474	570	592	6.315789	0	1
42_13_87	475	571	589	6.4798603	0	1
42_14_07	500	583	603	6.0034304	1	1
42_14_23	414	505	512	6.1386137	0	1
42_14_61	320	389	398	5.912596	0	1
42_14_91	333	388	397	4.123711	2	1
42_15_21	310	379	382	7.387863	0	0
42_16_17	312	386	395	11.398964	0	0
42_16_46	927	1165	1193	7.9896903	0	0
42_16_93	553	671	688	6.855439	0	1
42_17_07	422	509	520	8.070866	0	0
42_17_86	303	346	350	9.82659	2	0
42_18_18	571	668	696	6.287425	1	1
42_18_37	346	405	412	7.160494	0	0
42_18_51	467	547	560	7.3126144	0	0
42_18_80	467	552	562	6.170599	0	1
42_18_87	911	1197	1227	6.0985794	0	1
42_19_08	737	912	936	6.798246	2	1
42_19_12	535	644	666	7.763975	0	0
42_19_18	603	774	784	9.94832	0	0
42_19_40	374	411	421	6.5853653	0	1
42_19_73	923	1160	1183	7.327586	2	0
42_19_82	427	496	509	5.050505	0	1
42_20_52	362	451	456	6.430155	2	1
42_20_79	349	423	430	6.382979	0	1
42_22_28	313	392	406	13.043478	0	0
42_22_43	631	804	830	9.452736	0	0
42_22_66	557	676	692	7.726597	1	0
42_24_29	307	352	358	8.238637	0	0
42_24_34	632	769	783	7.5520835	0	0
42_24_58	553	651	662	6.6052227	0	1
42_24_61	357	430	436	8.139535	0	0
42_24_67	730	939	959	7.1504803	2	0
42_26_21	344	403	412	6.4516125	0	1
42_26_54	325	374	382	5.614973	2	1
42_26_60	526	644	661	9.161491	0	0
42_26_92	311	367	371	4.657534	2	1
42_27_01	333	381	388	5.511811	0	1
42_27_17	889	1162	1188	8.5197935	0	0
42_27_29	652	807	825	8.550186	0	0
42_27_60	492	592	619	6.440678	1	1
42_28_15	617	765	784	7.9842935	0	0
42_28_17	316	376	384	10.133333	0	0
42_28_18	498	580	592	7.7586203	1	0
42_28_83	390	445	460	6.966292	0	1
42_28_89	878	1074	1102	7.455732	1	0
42_29_11	309	361	371	6.371191	2	1
42_29_20	341	393	403	6.122449	2	1
42_29_44	300	346	353	6.3583813	0	1
42_29_94	309	374	388	9.677419	0	0
42_30_13	316	372	381	11.021505	1	0
42_30_16	1577	2231	2281	10.143626	2	0
42_30_27	335	392	402	7.6530614	0	0
42_30_52	884	1117	1155	7.162041	2	0
42_30_78	386	447	458	7.606264	1	0
42_31_04	409	475	484	6.9473686	0	1
42_31_06	309	355	358	5.352113	0	1
42_31_16	315	358	369	5.865922	0	1
42_31_40	668	811	835	5.6790123	1	1
42_31_55	331	365	372	4.109589	2	1
42_31_68	491	581	589	4.991394	1	1
42_31_74	324	390	406	5.3846154	0	1
42_31_76	306	344	350	6.9970846	0	1
42_33_16	336	382	398	7.329843	0	0
42_33_30	469	567	586	6.713781	0	1
42_33_34	389	489	500	10.245901	2	0
42_33_44	308	358	367	9.523809	0	0
42_33_69	850	1062	1089	7.0754714	1	0
42_34_69	368	433	447	6.9444447	0	1
42_34_81	344	393	409	6.6326528	0	1
42_34_94	650	821	843	9.268292	0	0
42_35_03	335	379	385	6.8601584	1	1
42_35_42	398	472	483	8.262712	2	0
42_36_23	461	581	596	5.862069	0	1
42_36_27	309	340	353	5.934718	0	1
42_36_59	430	504	523	4.3650794	0	1
42_36_61	765	932	953	7.841031	2	0
42_36_70	346	394	402	5.8375635	1	1
42_36_87	371	450	460	6.9042315	0	1
42_37_08	322	373	384	6.434316	1	1
42_37_86	384	452	465	8.86918	1	0
42_38_11	306	347	369	6.3400574	2	1
42_38_30	656	819	842	6.479218	0	1
42_38_53	344	417	425	10.791367	0	0
42_39_16	410	479	486	8.9770355	1	0
42_39_88	612	782	811	11.538462	0	0
42_40_53	464	550	570	8.545455	2	0
42_40_54	617	760	787	9.643329	1	0
42_40_61	442	527	543	7.5901327	0	0
42_40_72	318	370	378	7.027027	0	0
42_40_79	1502	1964	2016	8.571429	1	0
42_40_94	532	652	669	6.912442	2	1
42_41_04	377	460	474	9.150327	2	0
42_41_22	312	376	383	4.5212765	2	1
42_41_23	339	394	403	9.6446705	1	0
42_41_53	498	574	583	4.006969	1	1
42_41_61	340	404	417	8.415841	2	0
42_42_08	364	430	438	9.79021	0	0
42_42_39	883	1142	1165	8.413672	2	0
42_42_55	898	1171	1199	8.368916	0	0
42_42_75	356	392	407	5.1282053	0	1
42_42_80	480	564	580	8.348135	1	0
42_43_24	585	700	716	7.857143	1	0
42_43_62	411	492	506	7.3319755	1	0
42_43_85	606	777	793	10.051546	1	0
42_44_18	403	495	508	9.109311	1	0
42_44_23	482	580	591	7.426598	1	0
42_44_45	623	779	797	9.266409	0	0
42_44_48	328	376	383	9.333333	0	0
42_44_78	585	731	742	8.207934	0	0
42_45_17	340	389	397	4.1131105	1	1
42_46_19	339	403	412	7.2319202	2	0
42_46_44	326	380	388	5.5263157	2	1
42_46_47	494	589	603	8.67347	0	0
42_46_65	329	384	391	5.989583	0	1
42_46_90	359	410	422	5.609756	0	1
42_48_45	413	482	498	7.8838177	1	0
42_48_76	453	544	554	9.375	0	0
42_50_86	303	354	367	9.887006	0	0
42_50_92	364	446	455	10.561798	0	0
42_51_17	1117	1459	1493	7.909216	0	0
42_51_39	302	355	361	10.481586	0	0
42_51_94	794	986	1016	7.317073	2	0
42_52_21	347	386	393	6.9948187	0	1
42_52_39	337	378	387	2.6455026	0	1
42_53_13	313	389	400	11.053985	0	0
42_53_71	659	808	822	8.447206	1	0
42_54_29	436	536	545	4.8689137	1	1
42_54_68	314	372	383	9.433963	1	0
42_55_89	709	897	916	8.584169	0	0
42_56_67	317	363	371	8.01105	0	0
42_56_96	738	901	926	7.111111	1	0
42_57_41	471	584	599	12.006861	0	0
42_57_59	307	345	354	6.395349	0	1
42_58_19	303	356	367	6.741573	2	1
42_59_51	591	737	755	9.523809	1	0
42_60_07	639	792	816	8.470291	0	0
42_60_76	404	495	503	9.330628	0	0
42_60_80	568	689	704	8.563135	0	0
42_61_73	308	348	356	7.7586203	2	0
42_62_51	371	448	456	7.8125	2	0
42_62_75	361	427	434	6.5727696	0	1
42_63_10	308	344	354	4.373178	0	1
42_63_44	354	404	414	9.405941	0	0
42_63_64	340	380	386	7.105263	2	0
42_63_69	490	612	621	8.333334	0	0
42_64_13	351	423	434	9.241706	0	0
42_64_43	407	501	512	8.982037	0	0
42_64_90	2062	2956	3025	5.042301	1	1
42_64_92	310	371	380	8.355795	0	0
42_65_07	428	521	536	8.06142	2	0
42_65_18	341	400	407	7.5000005	0	0
42_65_32	754	920	939	7.3913045	2	0
42_65_49	360	413	423	5.811138	0	1
42_65_79	402	484	499	8.884297	1	0
42_66_18	315	360	373	6.9444447	0	1
42_66_36	361	414	423	7.4879227	0	0
42_66_53	506	591	599	6.101695	2	1
42_66_67	360	424	430	7.5471697	0	0
42_66_69	471	560	568	8.392857	1	0
42_67_32	384	442	451	6.561086	0	1
42_67_94	620	774	795	9.455958	0	0
42_68_24	344	408	417	9.58231	0	0
42_68_38	476	577	588	6.9444447	2	1
42_69_04	628	767	780	7.040417	0	0
42_69_17	317	362	370	6.648199	0	1
42_69_68	362	427	436	7.025761	0	0
42_69_88	323	374	382	8.5561495	0	0
42_70_15	489	581	600	9.638554	1	0
42_70_80	419	508	522	10.453649	2	0
42_72_50	330	385	396	8.831169	2	0
42_72_78	350	421	433	10.926366	0	0
42_72_83	603	733	749	6.548431	0	1
42_73_51	776	977	997	8.418891	0	0
42_74_40	511	602	618	8.471761	0	0
42_74_80	465	558	569	5.734767	0	1
42_74_94	305	358	370	10.893854	1	0
42_75_56	1022	1274	1301	7.6983504	1	0
42_75_89	364	410	421	6.097561	2	1
42_76_15	672	809	827	6.427688	1	1
42_78_24	309	351	358	6.8376074	0	1
42_78_62	332	392	400	10.459184	0	0
42_79_07	314	373	379	11.320755	0	0
42_79_54	346	386	396	4.4386425	0	1
42_80_14	402	473	490	7.4152546	0	0
42_80_19	928	1174	1203	8.959044	1	0
42_81_61	463	551	563	8.727273	0	0
42_81_74	302	344	352	4.9418607	0	1
42_81_78	367	428	441	8.644859	2	0
42_82_58	307	341	352	6.1583576	1	1
42_84_15	374	449	459	9.598214	0	0
42_84_23	458	535	546	10.841122	0	0
42_85_80	300	339	347	9.1715975	1	0
42_86_16	1033	1367	1399	8.431086	1	0
42_86_36	414	488	503	5.338809	0	1
42_86_50	618	729	742	5.769231	1	1
42_86_75	706	901	926	8.990011	0	0
42_86_84	512	599	615	8.361204	1	0
42_87_12	648	776	802	6.443299	2	1
42_87_81	417	470	485	4.2643924	1	1
42_88_88	307	352	371	7.9545455	0	0
42_89_64	364	453	462	10.840708	1	0
42_90_44	345	411	421	9.732361	0	0
42_90_50	508	633	646	11.392405	1	0
42_91_13	372	444	451	9.459459	0	0
42_91_39	302	339	347	1.1799409	0	1
42_91_56	836	1026	1055	7.4146338	1	0
42_91_78	338	384	390	4.427083	1	1
42_92_63	301	366	373	8.743169	0	0
42_93_47	338	426	434	10.093897	0	0
42_93_79	355	419	431	7.6555023	0	0
42_94_43	421	501	511	10.599999	0	0
42_94_67	425	499	506	8.232932	2	0
42_96_29	773	924	945	6.3991323	0	1
43_02_61	1217	1612	1651	5.962733	0	1
43_04_01	352	408	414	7.8431377	1	0
43_04_10	512	620	639	7.903226	0	0
43_04_61	383	449	461	6.9196424	1	1
43_05_30	501	622	634	7.7170415	1	0
