bc_wells	mread_count
49_72_46	1219
49_72_77	2709
49_72_78	9711
49_72_86	7004
49_72_87	1312
49_72_91	3760
49_73_46	1071
49_73_67	505
49_74_11	1033
49_74_27	2248
49_74_36	928
49_74_44	1226
49_74_48	106
49_74_49	976
49_74_63	1158
49_74_69	4082
49_74_70	451
49_75_65	2672
49_75_78	2104
49_75_92	4029
49_75_94	2447
49_76_07	77
49_76_25	2556
49_76_34	2644
49_76_66	1781
49_76_72	493
49_76_95	1068
49_77_12	0
49_77_14	574
49_77_16	870
49_77_50	533
49_77_56	1857
49_77_58	1677
49_77_61	1936
49_78_11	444
49_78_20	1039
49_78_42	684
49_78_49	577
49_78_63	2076
49_78_75	2230
49_79_32	726
49_79_33	2993
49_79_42	103
49_79_61	795
49_79_77	5123
49_79_95	471
49_79_96	144
49_80_12	1325
49_80_16	806
49_80_23	2510
49_80_24	4748
49_80_25	2604
49_80_77	7900
49_81_18	1495
49_81_23	6464
49_81_35	1619
49_82_01	30
49_82_13	1479
49_82_14	2127
49_82_41	246
49_82_53	812
49_82_56	336
49_82_61	1076
49_82_82	921
49_82_85	0
49_82_91	4626
49_83_03	419
49_83_13	815
49_83_17	206
49_83_45	721
49_83_54	673
49_83_58	0
49_83_68	615
49_83_93	470
49_83_95	0
49_84_19	585
49_84_63	1704
49_84_74	4637
49_85_01	667
49_85_09	1118
49_85_14	2069
49_85_29	585
49_85_39	1181
49_85_44	1735
49_85_84	777
49_85_90	1594
49_86_11	223
49_86_22	455
49_86_28	5739
49_86_32	1274
49_86_44	0
49_86_52	256
49_86_61	405
49_86_84	411
49_86_86	483
49_87_06	646
49_87_17	4444
49_87_29	1994
49_87_47	929
49_87_53	2291
49_87_74	1506
49_87_82	1119
49_87_88	8368
49_87_90	1586
49_87_93	6286
49_88_08	631
49_88_10	2187
49_88_23	1158
49_88_47	1373
49_88_57	290
49_88_61	661
49_88_70	1262
49_88_77	933
49_89_02	472
49_89_05	1252
49_89_23	717
49_89_26	881
49_89_32	762
49_89_35	905
49_89_87	0
49_89_91	67
49_89_93	749
49_90_04	0
49_90_05	2487
49_90_16	2337
49_90_24	0
49_90_26	4197
49_90_86	652
49_91_07	2975
49_91_09	1214
49_91_19	1157
49_91_28	2170
49_91_37	570
49_91_48	2837
49_91_49	241
49_91_50	836
49_91_57	2293
49_91_59	363
49_91_66	1040
49_91_84	0
49_91_85	766
49_92_07	1725
49_92_20	0
49_92_21	423
49_92_34	670
49_92_35	325
49_92_60	2448
49_92_89	6723
49_92_90	777
49_93_01	355
49_93_08	819
49_93_14	753
49_93_34	1678
49_93_49	758
49_94_01	602
49_94_02	1017
49_94_04	31
49_94_22	1530
49_94_25	1641
49_94_26	420
49_94_51	378
49_94_53	1868
49_94_55	465
49_94_61	837
49_94_70	310
49_94_72	5858
49_94_84	381
49_94_94	497
49_94_95	261
49_95_13	3466
49_95_33	1568
49_95_49	0
49_95_54	3392
49_95_68	911
49_95_88	0
49_96_05	615
49_96_16	1430
50_01_06	268
50_01_25	770
50_01_54	2394
50_01_58	604
50_01_61	1066
50_01_68	543
50_01_77	4041
50_02_15	2283
50_02_17	773
50_02_26	2281
50_02_32	2162
50_02_49	340
50_02_53	2757
50_03_02	115
50_03_06	178
50_03_15	362
50_03_25	0
50_04_34	3338
50_04_37	498
50_04_55	729
50_04_64	1664
50_04_81	0
50_04_83	1905
50_04_95	175
50_05_12	820
50_05_20	5626
50_05_25	406
50_05_30	483
50_05_32	0
50_05_40	874
50_05_80	34
50_05_84	5969
50_05_94	379
50_06_10	3313
50_06_23	1782
50_06_37	926
50_06_50	2006
50_06_80	381
50_07_15	0
50_07_25	1705
50_07_28	2654
50_07_61	5462
50_07_68	7253
50_07_69	0
50_07_91	392
50_08_06	2090
50_08_37	258
50_08_50	169
50_08_54	121
50_08_59	2074
50_08_68	394
50_08_75	0
50_08_93	2331
50_09_25	195
50_09_77	1989
50_10_06	2638
50_10_80	905
50_11_01	945
50_11_21	2419
50_11_25	738
50_11_42	314
50_11_55	426
50_11_86	1168
50_12_31	624
50_12_38	3968
50_12_52	0
50_12_96	1627
50_13_05	594
50_13_96	2112
50_14_15	5036
50_14_48	4776
50_14_49	1479
50_14_56	2139
50_14_74	0
50_14_81	1406
50_15_13	972
50_15_61	1460
50_15_63	1016
50_16_06	1406
50_16_25	597
50_16_26	134
50_16_44	2231
50_16_62	4912
50_17_21	1168
50_17_22	1375
50_17_24	2428
50_17_34	780
50_17_41	0
50_17_45	647
50_17_47	9600
50_17_69	917
50_17_75	1591
50_17_80	335
50_17_81	1969
50_17_90	0
50_18_12	22164
50_18_14	7929
50_18_16	5317
50_18_24	106
50_18_50	5611
50_18_67	4096
50_18_68	1495
50_18_75	13236
50_18_94	2221
50_19_03	1599
50_19_22	2095
50_19_24	1407
50_19_28	303
50_19_36	13676
50_19_48	193
50_19_71	3494
50_19_83	0
50_19_93	60
50_20_13	490
50_20_14	2447
50_20_43	3602
50_20_52	0
50_20_77	0
50_21_03	317
50_21_06	354
50_21_16	0
50_21_33	571
50_21_39	583
50_21_41	700
50_21_45	1763
50_21_62	485
50_21_65	0
50_21_71	3354
50_21_88	466
50_22_05	2823
50_22_18	1219
50_22_29	1375
50_22_32	14528
50_22_58	1901
50_22_64	595
50_22_90	0
50_23_26	1714
50_23_55	1197
50_23_84	389
50_23_86	4052
50_23_87	2639
50_23_92	615
50_23_93	1302
50_24_10	168
50_24_32	692
50_25_39	465
50_25_55	0
50_25_86	0
50_26_26	1491
50_26_36	4518
50_26_45	3031
50_26_51	2337
50_26_86	1690
50_26_87	583
50_27_06	6715
50_27_17	1300
50_27_19	6849
50_27_34	892
50_27_48	1296
50_27_58	1078
50_27_73	1268
50_27_75	874
50_28_01	1081
50_28_05	1284
50_28_13	852
50_28_19	2299
50_28_80	1825
50_29_15	1903
50_29_18	1234
50_29_34	1615
50_29_48	599
50_29_58	328
50_29_68	500
50_29_96	2732
50_30_27	6751
50_30_32	395
50_30_42	431
50_30_72	306
50_30_75	1029
50_30_87	3265
50_30_91	2945
50_30_93	5463
50_31_24	1519
50_31_25	0
50_31_37	398
50_31_50	1392
50_31_56	2978
50_31_63	671
50_32_20	2499
50_32_26	4160
50_32_32	214
50_32_67	1439
50_32_95	342
50_33_11	1378
50_34_07	19529
50_34_11	219
50_34_38	1242
50_34_74	14122
50_35_05	3387
50_35_08	1173
50_35_09	789
50_35_36	1780
50_35_89	2214
50_36_03	3190
50_36_51	0
50_36_66	70
50_37_01	0
50_37_02	579
50_37_09	538
50_37_20	544
50_37_23	689
50_37_29	0
50_37_41	377
50_37_59	3336
50_37_67	259
50_38_01	240
50_38_03	548
50_38_37	0
50_38_72	489
50_38_78	925
50_38_84	1515
50_38_88	1267
50_39_10	752
50_39_20	1799
50_39_22	17279
50_39_38	4510
50_39_39	0
50_39_60	385
50_39_63	792
50_39_84	3564
50_40_12	5125
50_40_18	2550
50_40_54	2912
50_40_66	4246
50_40_70	3687
50_40_76	5648
50_40_80	20372
50_41_02	3943
50_41_22	698
50_41_30	564
50_41_32	2154
50_41_38	1339
50_41_43	709
50_41_49	0
50_41_58	12
50_41_60	784
50_41_62	3286
50_41_65	3538
50_41_74	3309
50_41_86	862
50_42_11	2523
50_42_16	721
50_42_17	831
50_42_27	1876
50_42_28	2394
50_42_46	384
50_42_52	4736
50_42_61	103
50_42_69	2930
50_42_92	4309
50_43_17	463
50_43_33	0
50_43_78	1907
50_43_93	0
50_44_33	1315
50_44_62	747
50_44_73	2134
50_45_57	1207
50_45_73	881
50_45_87	866
50_46_07	2413
50_46_21	367
50_46_31	296
50_46_45	0
50_46_59	1646
50_46_67	4793
50_46_70	728
50_46_78	0
50_46_91	5092
50_47_07	1023
50_47_14	1235
50_47_27	1264
50_47_31	0
50_47_37	2002
50_47_54	1763
50_47_78	619
50_47_83	1076
50_48_09	690
50_48_14	137
50_48_22	1061
50_48_40	2131
50_48_45	1071
50_48_47	2205
50_48_88	27
50_48_89	0
50_49_02	0
50_49_13	389
50_50_01	928
50_50_08	2929
50_50_09	0
50_50_10	3097
50_50_19	2684
50_50_34	1623
50_50_39	358
50_50_42	371
50_50_69	4805
50_51_04	1874
50_51_07	925
50_51_10	15739
50_51_62	71
50_51_72	718
50_51_75	2470
50_52_02	3064
50_52_08	0
50_52_33	520
50_52_74	4013
50_52_76	0
50_52_90	1718
50_52_93	1161
50_53_20	1131
50_53_25	0
50_53_27	3916
50_53_29	2008
50_53_30	1526
50_53_54	854
50_53_56	0
50_53_77	5163
50_53_88	1870
50_53_95	1218
50_54_76	2298
50_55_15	1322
50_55_20	32
50_55_43	3716
50_55_56	401
50_55_64	0
50_55_85	1873
50_55_91	596
50_56_02	1361
50_56_11	1680
50_56_18	6381
50_56_43	2285
50_56_46	2160
50_56_76	4641
50_56_88	1809
50_57_13	176
50_57_14	568
50_57_17	1153
50_57_54	1723
50_57_59	197
50_58_26	1003
50_59_01	595
50_59_12	676
50_59_28	823
50_59_31	2859
50_59_43	3709
50_59_53	2223
50_59_60	2591
50_59_73	1458
50_59_74	858
50_59_77	320
50_59_84	678
50_60_05	342
50_60_12	261
50_60_13	744
50_60_14	315
50_60_26	846
50_60_45	0
50_60_52	404
50_60_60	1983
50_60_66	1786
50_60_88	0
50_60_89	124
50_61_02	860
50_61_04	5253
50_61_38	198
50_61_52	918
50_61_73	2265
50_61_78	3398
50_61_87	2525
50_61_88	696
50_62_06	10074
50_62_14	236
50_62_17	2611
50_62_35	500
50_62_37	0
50_62_80	0
50_63_04	1951
50_63_08	0
50_63_12	6175
50_63_18	3632
50_63_80	1977
50_64_21	688
50_64_38	765
50_64_42	0
50_64_49	2409
50_64_51	388
50_64_80	0
50_65_24	2582
50_65_42	5411
50_65_69	786
50_65_76	2123
50_66_30	326
50_66_38	1102
50_66_50	3363
50_66_73	405
50_66_75	3108
50_66_79	1880
50_67_07	4024
50_67_59	4126
50_68_03	3314
50_68_26	1595
50_68_53	12019
50_68_80	567
50_68_86	2840
50_68_96	3571
50_69_20	13039
50_69_26	0
50_69_27	3869
50_69_35	3146
50_69_40	1334
50_69_58	0
50_69_61	1278
50_69_67	104
50_69_80	1639
50_70_25	2659
50_70_75	1152
50_70_88	159
50_71_12	1845
50_71_16	4274
50_71_17	1403
50_71_20	913
50_71_26	952
50_71_29	0
50_71_61	2234
50_71_64	733
50_71_92	3989
50_72_08	1808
50_72_29	1367
50_72_45	0
50_72_80	1436
50_72_84	4636
50_73_02	2336
50_73_04	4399
50_73_13	1557
50_73_14	5036
50_73_15	2479
50_73_27	4704
50_73_28	1665
50_73_39	0
50_73_40	2360
50_73_61	1663
50_73_64	1676
50_73_70	946
50_73_74	382
50_73_80	3827
50_74_25	309
50_74_80	283
50_74_84	128
50_75_12	0
50_75_68	1389
50_75_71	1434
50_76_03	2116
50_76_23	2328
50_76_25	0
50_76_31	335
50_76_33	0
50_76_47	1790
50_76_66	1117
50_76_82	2664
50_77_01	1468
50_77_02	90
50_77_05	2498
50_77_17	293
50_77_28	841
50_77_37	1773
50_77_53	723
50_78_19	371
50_78_51	0
50_78_61	246
50_78_64	490
50_78_65	1471
50_78_80	384
50_79_46	2891
50_79_48	950
50_79_51	1016
50_79_58	3380
50_79_64	6971
50_79_94	2243
50_79_95	709
50_80_19	0
50_80_54	1412
50_80_70	735
50_80_76	1235
50_80_85	364
50_80_92	1261
50_81_26	1715
50_81_52	485
50_81_61	4370
50_81_75	2331
50_81_92	0
50_82_04	4495
50_82_07	1326
50_82_15	2346
50_82_47	3070
50_82_57	1504
50_82_71	635
50_82_74	1538
50_82_76	1259
50_82_91	3216
50_83_49	4065
50_83_57	59
50_83_77	584
50_83_90	1699
50_84_07	671
50_84_12	1378
50_84_14	765
50_84_21	5980
50_84_39	339
50_84_41	1618
50_84_54	161
50_84_65	827
50_84_73	2885
50_84_75	887
50_84_91	2115
50_85_10	1906
50_85_15	1330
50_85_16	485
50_85_18	1349
50_85_29	1096
50_85_42	985
50_85_55	4715
50_85_66	2021
50_85_84	351
50_86_13	1009
50_86_30	505
50_87_04	2242
50_87_28	1688
50_87_38	409
50_87_39	1180
50_87_45	2372
50_87_63	47
50_87_69	1525
50_87_76	1241
50_87_84	1013
50_87_85	744
50_87_89	1691
50_87_96	50
50_88_13	1943
50_88_17	4113
50_88_51	594
50_88_65	5173
50_88_73	910
50_88_75	797
50_88_77	1213
50_88_92	675
50_88_94	4665
50_89_08	51
50_89_15	755
50_89_25	949
50_89_26	2231
50_90_04	755
50_90_34	562
50_90_42	1420
50_90_56	1870
50_90_63	670
50_90_75	0
50_90_85	1138
50_90_89	2429
50_90_95	1863
50_91_03	1104
50_91_09	1054
50_91_10	3033
50_91_19	593
50_91_26	4497
50_91_54	389
50_91_72	0
50_91_78	0
50_91_93	4463
50_92_14	1231
50_92_48	1126
50_92_58	1334
50_92_59	4361
50_92_81	1068
50_92_85	1683
50_93_16	1324
50_93_19	2020
50_93_20	0
50_94_01	536
50_94_02	784
50_94_03	4078
50_94_06	288
50_94_07	719
50_94_37	386
50_94_41	1781
50_94_44	5954
50_94_48	3838
50_94_56	1489
50_94_58	1309
50_94_72	2562
50_94_78	2570
50_94_87	1244
50_95_06	1351
50_95_26	239
50_95_35	4002
50_95_93	553
50_96_24	690
50_96_79	0
51_01_01	939
51_01_04	3054
51_01_37	1396
51_01_61	3337
51_01_65	6005
51_01_67	1547
51_01_93	1717
51_02_17	1916
51_02_24	420
51_02_41	3187
51_02_57	1766
51_02_85	3207
51_03_02	392
51_03_04	5101
51_03_25	1329
51_03_75	234
51_03_87	0
51_03_89	1898
51_04_22	438
51_04_28	3867
51_04_31	294
51_04_46	518
51_04_69	6983
51_04_75	24
51_04_81	2721
51_04_83	2597
51_04_84	1342
51_05_30	3553
51_05_65	523
51_05_82	964
51_05_89	434
51_06_12	3976
51_06_27	142
51_06_28	926
51_06_29	1301
51_06_50	738
51_06_61	1574
51_06_75	1694
51_06_78	1243
51_06_90	9118
51_07_06	0
51_07_09	0
51_07_28	2262
51_07_46	1609
51_07_80	4574
51_07_83	2820
51_08_05	3618
51_08_18	1744
51_08_61	2775
51_09_14	0
51_09_54	675
51_09_93	1753
51_10_06	176
51_10_34	1756
51_10_50	481
51_10_59	8503
51_10_83	3405
51_10_92	30
51_11_48	1300
51_11_78	2762
51_11_84	3580
51_12_31	772
51_12_59	674
51_12_73	532
51_13_04	2623
51_13_06	6117
51_13_34	1420
51_13_44	3783
51_13_53	1485
51_13_54	2103
51_13_91	4157
51_14_08	66
51_14_23	2109
51_14_78	2675
51_14_96	923
51_15_03	13277
51_15_05	267
51_15_42	1131
51_15_56	5010
51_15_59	721
51_15_91	4273
51_16_12	167
51_16_19	1303
51_16_30	384
51_16_49	0
51_16_54	6137
51_16_64	679
51_16_88	554
51_16_91	3554
51_17_13	1265
51_17_60	809
51_17_66	1811
51_18_15	12834
51_18_30	2400
51_18_57	1467
51_18_87	2512
51_18_94	2006
51_19_02	2371
51_19_05	0
51_19_31	1610
51_19_40	66
51_19_55	940
51_19_60	2023
51_19_73	2755
51_19_74	1536
51_20_01	1456
51_20_08	3461
51_20_22	1454
51_20_28	4169
51_20_45	3437
51_20_69	738
51_20_82	674
51_20_95	2030
51_21_02	144
51_21_19	1436
51_21_32	133
51_22_12	1256
51_22_79	94
51_22_95	2261
51_23_53	1998
51_23_56	1376
51_23_73	201
51_23_90	4192
51_23_95	693
51_24_56	922
51_24_62	701
51_24_66	1762
51_25_04	4127
51_25_43	1112
51_25_57	314
51_25_89	1654
51_26_22	6680
51_26_46	7753
51_26_56	0
51_26_80	991
51_26_86	4115
51_27_13	262
51_27_14	1693
51_27_23	1088
51_27_43	4551
51_27_61	4828
51_27_93	0
51_28_15	1206
51_28_16	510
51_28_23	3398
51_28_32	37
51_28_46	873
51_28_84	0
51_28_89	2986
51_28_94	0
51_29_13	480
51_29_15	7993
51_29_24	3346
51_29_43	5594
51_29_58	677
51_29_93	0
51_30_16	1091
51_30_21	1428
51_30_74	598
51_30_78	21
51_31_01	4241
51_31_16	1024
51_31_37	2635
51_32_20	1035
51_32_22	1146
51_32_28	1057
51_32_37	486
51_32_40	557
51_32_43	734
51_32_83	1500
51_33_07	6469
51_33_14	5124
51_33_53	1356
51_33_55	584
51_33_69	1543
51_33_89	1134
51_34_11	722
51_34_20	1455
51_34_22	1013
51_34_29	243
51_34_50	2129
51_34_54	3435
51_34_73	633
51_34_82	2440
51_34_83	358
51_34_84	727
51_34_91	1775
51_35_04	1116
51_35_09	658
51_35_60	716
51_36_03	1040
51_36_12	1789
51_36_16	916
51_36_23	972
51_36_59	9650
51_36_61	1410
51_36_79	3987
51_36_85	6449
51_37_25	1801
51_37_42	1400
51_37_50	900
51_37_53	332
51_37_57	479
51_37_69	2025
51_37_72	1080
51_37_87	584
51_38_05	750
51_38_24	674
51_38_46	1371
51_38_53	3481
51_38_61	40
51_38_63	492
51_38_91	1957
51_39_29	9659
51_39_33	1505
51_39_56	1121
51_40_06	0
51_40_08	3815
51_40_09	2844
51_40_14	8957
51_40_62	0
51_40_78	2231
51_40_87	0
51_41_01	2140
51_41_68	1494
51_42_03	871
51_42_12	2670
51_42_26	878
51_42_33	489
51_42_49	572
51_42_75	5413
51_42_76	0
51_42_77	3303
51_42_87	2289
51_43_10	1409
51_43_19	524
51_43_21	504
51_43_69	2287
51_43_76	481
51_43_80	124
51_44_04	668
51_44_15	1245
51_44_17	0
51_44_20	2513
51_44_73	1662
51_44_80	755
51_45_36	1183
51_45_43	754
51_46_12	1679
51_46_14	2393
51_46_20	882
51_46_30	1173
51_46_51	2142
51_46_76	602
51_46_82	1919
51_47_14	808
51_47_21	268
51_47_43	1057
51_47_50	529
51_47_55	1427
51_47_79	1319
51_48_04	1405
51_48_05	1135
51_48_13	3416
51_48_41	1186
51_48_51	0
51_48_69	1821
51_48_70	185
51_48_85	1644
51_48_91	3598
51_49_17	1175
51_49_77	139
51_50_17	1513
51_50_18	1928
51_50_58	0
51_51_10	7150
51_51_19	744
51_51_81	4138
51_51_84	1882
51_51_89	857
51_51_90	2589
51_51_92	434
51_51_96	1027
51_52_12	1732
51_52_26	1167
51_52_29	0
51_52_45	2397
51_52_54	1657
51_52_55	457
51_52_83	957
51_52_91	0
51_53_22	313
51_53_74	663
51_53_81	704
51_53_84	1246
51_54_02	712
51_54_21	2937
51_54_29	1356
51_54_46	981
51_54_53	0
51_54_59	531
51_54_71	0
51_54_72	0
51_54_76	1457
51_54_81	823
51_54_85	743
51_55_19	2926
51_55_60	3673
51_55_61	0
51_55_63	444
51_55_78	1221
51_56_12	4264
51_56_25	1521
51_56_62	2194
51_56_71	1021
51_57_50	1136
51_57_73	6480
51_57_76	1502
51_57_83	2976
51_58_01	2327
51_58_08	647
51_58_19	2168
51_58_52	4551
51_58_90	201
51_59_34	398
51_59_39	3077
51_59_58	504
51_59_64	4138
51_59_71	1981
51_59_73	766
51_60_04	241
51_60_05	400
51_60_14	0
51_60_29	2799
51_60_53	0
51_61_44	4442
51_61_54	1064
51_61_70	1786
51_61_83	2693
51_61_88	2707
51_62_14	315
51_62_15	3603
51_62_17	862
51_62_65	1787
51_62_74	1959
51_62_95	2200
51_63_01	172
51_63_14	3216
51_63_27	232
51_63_29	19
51_63_40	1373
51_63_43	1051
51_63_74	3802
51_63_75	1600
51_63_93	9091
51_64_10	1664
51_64_20	651
51_64_27	9421
51_64_29	4463
51_64_62	9835
51_65_29	0
51_65_47	8825
51_65_78	2560
51_66_24	1835
51_66_53	566
51_67_40	970
51_67_44	920
51_67_85	2375
51_68_24	2221
51_68_30	3096
51_68_38	1635
51_69_39	0
51_69_46	169
51_69_59	595
51_69_75	3235
51_70_10	1150
51_70_34	1214
51_70_61	716
51_71_24	1041
51_71_30	1087
51_71_32	3822
51_71_43	372
51_71_62	1224
51_72_08	3481
51_72_13	605
51_72_17	1730
51_73_13	2222
51_73_26	0
51_73_30	0
51_73_35	3663
51_73_46	2598
51_73_50	3495
51_73_56	3859
51_73_72	0
51_73_82	1621
51_73_92	2193
51_74_05	475
51_74_12	2078
51_74_40	1033
51_74_90	1032
51_74_96	930
51_75_07	1172
51_75_28	759
51_75_36	514
51_75_37	1639
51_75_50	207
51_75_91	1004
51_76_04	430
51_76_17	1265
51_76_32	3237
51_76_39	0
51_76_56	6304
51_76_62	1318
51_76_64	1212
51_76_83	389
51_76_84	224
51_76_92	3751
51_77_22	1285
51_77_32	7782
51_77_33	17
51_77_36	404
51_77_38	226
51_77_49	0
51_77_60	104
51_77_67	60
51_77_84	827
51_78_02	363
51_78_04	386
51_78_12	115
51_78_24	0
51_78_38	1884
51_78_71	771
51_78_86	1821
51_78_92	211
51_78_93	438
51_79_18	223
51_79_22	887
51_79_25	737
51_79_66	320
51_79_67	228
51_79_73	2167
51_79_85	3088
51_79_88	1567
51_80_11	2003
51_80_28	752
51_80_53	220
51_80_61	935
51_80_63	0
51_81_03	2229
51_81_04	0
51_81_15	2335
51_81_19	3400
51_81_28	490
51_81_53	5460
51_81_60	3033
51_81_65	1525
51_81_82	3235
51_82_02	374
51_82_52	0
51_83_22	760
51_83_42	403
51_83_48	196
51_83_60	540
51_83_67	449
51_83_86	0
51_83_88	2008
51_83_91	444
51_84_03	920
51_84_04	0
51_84_15	4741
51_84_21	1384
51_84_26	927
51_84_55	1758
51_84_82	903
51_84_84	1896
51_85_04	4687
51_85_11	2077
51_85_38	1623
51_85_58	929
51_85_61	2209
51_85_84	188
51_85_87	6179
51_86_04	950
51_86_08	2596
51_86_33	490
51_86_45	2898
51_86_64	1183
51_86_83	0
51_87_30	2814
51_87_53	4432
51_87_85	2131
51_88_13	782
51_88_24	4603
51_88_36	1979
51_88_47	666
51_88_79	409
51_88_88	598
51_89_18	673
51_89_25	267
51_89_26	588
51_89_46	2908
51_89_51	596
51_89_63	2440
51_89_75	666
51_89_89	522
51_89_93	1506
51_90_02	516
51_90_20	343
51_90_44	330
51_90_66	186
51_90_68	1381
51_90_73	587
51_90_86	1190
51_90_94	2076
51_91_16	984
51_91_19	543
51_91_55	3434
51_91_73	0
51_91_75	1656
51_91_78	771
51_91_81	0
51_91_90	0
51_92_28	391
51_92_46	420
51_92_82	986
51_92_86	0
51_93_18	291
51_93_27	0
51_93_32	2546
51_93_48	1276
51_93_84	1500
51_93_86	5805
51_94_01	2371
51_94_08	0
51_94_22	647
51_94_27	238
51_94_78	2919
51_94_80	1928
51_94_91	359
51_95_01	73
51_95_06	0
51_95_15	1603
51_95_27	417
51_95_42	349
51_95_94	293
51_96_27	888
51_96_34	0
52_01_08	660
52_02_08	1482
52_02_12	2583
52_02_36	0
52_03_01	412
52_03_04	1816
52_03_11	347
52_03_13	184
52_03_51	1695
52_03_52	404
52_03_93	1366
52_04_10	2970
52_04_17	2423
52_04_24	388
52_04_31	1087
52_04_41	993
52_04_45	5810
52_04_58	491
52_04_61	570
52_04_73	1780
52_04_89	977
52_05_06	442
52_05_10	1910
52_05_23	121
52_05_96	3043
52_06_06	4054
52_06_43	6331
52_06_59	2691
52_06_67	446
52_06_93	3042
52_07_04	7317
52_07_06	2373
52_07_11	1506
52_07_12	35
52_07_19	1701
52_07_69	4013
52_07_75	1534
52_07_80	4624
52_07_81	1968
52_07_90	6635
52_07_92	0
52_08_13	4848
52_08_47	2386
52_08_61	2733
52_08_83	3319
52_08_85	610
52_08_88	0
52_09_13	152
52_09_47	3238
52_09_51	895
52_09_54	2073
52_09_75	0
52_10_07	2372
52_10_18	969
52_10_31	0
52_10_52	0
52_10_73	1002
52_10_75	789
52_10_84	1750
52_11_01	1610
52_11_27	2063
52_11_38	550
52_11_62	345
52_11_66	1135
52_11_93	0
52_11_96	604
52_12_24	4365
52_12_26	2207
52_13_12	1813
52_13_23	711
52_13_39	1583
52_13_46	1818
52_13_57	1613
52_14_35	1234
52_14_50	0
52_14_63	3945
52_14_65	1578
52_14_75	10098
52_14_87	3330
52_15_55	1410
52_15_61	1773
52_15_68	1694
52_15_75	5281
52_15_78	0
52_16_34	452
52_16_46	647
52_16_63	0
52_16_81	1569
52_17_01	1350
52_17_47	1443
52_17_55	2875
52_17_76	1372
52_17_85	1167
52_18_15	2896
52_18_20	3421
52_18_24	9717
52_18_26	6849
52_18_34	23
52_18_48	1724
52_18_50	6099
52_18_60	2097
52_18_86	0
52_19_05	636
52_19_30	1383
52_19_36	403
52_19_40	4344
52_19_61	794
52_19_75	165
52_20_12	3108
52_20_13	4619
52_20_64	1173
52_20_94	3076
52_21_19	1320
52_21_60	706
52_21_74	976
52_21_77	167
52_21_91	1646
52_22_02	2085
52_22_21	0
52_22_26	0
52_22_46	1300
52_22_91	5841
52_23_11	775
52_23_12	2714
52_23_19	201
52_23_37	2417
52_23_43	2661
52_23_50	3246
52_23_80	0
52_23_83	1247
52_24_16	4863
52_24_42	2228
52_24_60	302
52_24_75	4969
52_24_91	1732
52_25_29	2651
52_25_61	1656
52_25_66	6507
52_25_77	84
52_25_89	901
52_26_15	1818
52_26_19	309
52_26_65	2267
52_26_84	6580
52_26_96	1177
52_27_24	6245
52_27_48	0
52_27_58	4796
52_27_66	1237
52_27_83	4082
52_27_91	3594
52_28_19	2624
52_28_29	0
52_28_35	1616
52_28_82	163
52_28_90	1547
52_29_04	4957
52_29_16	1634
52_29_92	690
52_29_93	3545
52_30_07	127
52_30_20	836
52_30_21	862
52_30_25	389
52_30_54	2038
52_31_27	1333
52_31_62	829
52_31_84	2533
52_31_88	1291
52_32_72	687
52_32_77	1372
52_33_12	2700
52_33_46	0
52_33_59	111
52_33_79	1908
52_33_81	1458
52_33_88	811
52_33_92	2230
52_34_24	1479
52_34_37	2194
52_34_42	17246
52_34_50	2688
52_34_76	654
52_34_87	5272
52_35_02	595
52_35_14	832
52_35_36	1760
52_35_58	2042
52_35_67	2305
52_35_93	2698
52_35_95	1532
52_35_96	2599
52_36_12	678
52_36_27	867
52_36_47	0
52_36_59	1963
52_36_66	4390
52_37_06	208
52_37_25	903
52_37_36	3674
52_37_45	656
52_37_59	460
52_37_71	895
52_37_78	858
52_37_93	1514
52_38_02	618
52_38_18	3330
52_38_28	1863
52_38_34	30
52_38_40	1001
52_38_43	678
52_38_48	1594
52_38_52	2478
52_38_89	1405
52_38_92	1089
52_38_95	715
52_39_05	5007
52_39_17	4608
52_39_35	947
52_39_40	899
52_39_41	1015
52_39_42	2145
52_39_84	1770
52_39_96	1087
52_40_08	2261
52_40_26	0
52_40_74	7115
52_41_01	45
52_41_06	321
52_41_26	2892
52_41_40	2632
52_41_63	4209
52_41_70	115
52_41_79	2220
52_42_12	3564
52_42_14	3078
52_42_31	4435
52_42_65	1541
52_42_82	661
52_43_02	1917
52_43_09	95
52_43_49	316
52_43_53	408
52_43_65	1805
52_43_69	2170
52_43_71	1701
52_43_82	726
52_43_86	1385
52_44_05	657
52_44_26	193
52_44_29	6202
52_44_62	662
52_44_76	1027
52_45_08	2777
52_45_16	1129
52_45_77	3067
52_45_91	1433
52_46_38	0
52_46_85	712
52_47_07	0
52_47_11	652
52_47_14	3812
52_47_71	0
52_48_09	408
52_48_11	2533
52_48_30	1838
52_48_32	1928
52_48_43	619
52_48_54	2529
52_48_56	661
52_48_58	10488
52_48_74	1187
52_48_87	1373
52_48_95	2021
52_49_09	425
52_49_17	0
52_49_30	2445
52_49_42	461
52_49_52	4272
52_49_86	605
52_49_88	3470
52_50_05	9422
52_50_13	926
52_50_16	1281
52_50_24	3534
52_50_29	1449
52_50_42	1416
52_50_87	4530
52_51_01	678
52_51_03	2439
52_51_14	1588
52_51_20	4190
52_51_36	1852
52_51_43	2699
52_51_44	3419
52_51_57	3004
52_51_78	1925
52_51_86	284
52_51_94	1015
52_52_33	601
52_52_39	0
52_52_47	6064
52_52_63	0
